CIPLA,GAIL,HDFC,INFY,ITC,M&M,MARUTI,RELIANCE,TCS,TITAN,DHFL,IDBI,PNB,VOLTAS,SUNTV,TATA POWER,NBCC,MRPL,IGL,RELINFRA,SUZLON,RAYMOND,PVR,ASHOKA,BAJAJELEC,VENKEYS,CENTURYPLY,BOMDYEING,LEMONTREE,SONATSOFTW
582.65,396.25,1744.35,896,261.55,1230.55,7897.35,786.45,2476.45,575.65,534.35,52.55,130.75,501,733.7,77.25,210.6,122.1,1459.1,462.6,15.4,810.7,1194.65,185.05,357,1984.25,241.7,167.9,77.25,147.35
586.1,419.05,1742.15,899.9,258.3,1254.25,7978.2,780.9,2435.95,584.55,549.65,52.35,129.05,506.05,762.05,77.8,212.6,126.9,1471.9,465.05,15.6,812.15,1204.9,187.7,353.05,2000.45,249.3,176.25,78.7,147.4
578.9,435.4,1761.6,903.55,261.4,1264.3,7888.3,798.35,2448.45,600.05,549.7,52.25,129.6,522.95,766.6,77.4,213.35,127.1,1475.55,457.4,15.6,805.8,1221.05,183.3,362.85,2051.7,252.55,185.05,78.7,150.25
581.05,436.15,1768.1,899.6,267.4,1288.75,7847.2,818.85,2442.3,600.9,553.85,52.25,129.95,520.3,768.4,78,213.35,125.2,1451.1,463.05,15.65,814.15,1268.6,187.1,359.35,2443,247.65,194.3,77.55,149.1
585.35,430.9,1751.7,903.05,265.25,1300.75,7831.05,824.15,2429.6,595.75,558.1,52.05,132.35,518.9,780.75,78.95,214.95,126.45,1438.55,471.1,15.2,836.7,1293.45,195.05,366.7,2480.95,251.6,204,77.95,148.85
585.4,452.7,1740,920.15,266.15,1303,7903.2,837.05,2446.65,596.6,546.55,53.4,137.05,528.6,784.85,80.65,216.1,126.95,1442.25,471.6,15.35,849.05,1313.65,198.85,366.65,2412.8,257.2,214.2,78.15,150.9
585.55,446.05,1749.7,923.9,268,1304.85,7896.7,830.65,2454.1,616.15,544.7,53,137.3,520,793.7,81.45,218.15,125.9,1444.85,477.25,15.2,851.35,1387.6,192.9,389.3,2475.15,251.8,224.9,78.55,153.3
590.15,444.6,1744.75,935.45,266.2,1305.1,7893.7,843.2,2459.25,615.85,551.55,53.25,137,528.45,817.7,81.55,220.05,126.85,1487.1,477.75,16.25,868.7,1376.65,188.65,386.85,2462.45,246.2,236.1,77.25,154.3
586.15,444.4,1750.75,930.7,265.4,1319.45,7825.15,840.15,2500.35,610.6,526.15,51.85,131.7,522.5,783.55,81,221.25,126.8,1520.25,466.1,15.5,840.75,1335.65,186.2,376.6,2389.85,264,224.3,75.3,152.5
589.65,445.95,1755.55,927.3,267,1338.15,7904.25,872.75,2548.2,623.45,532,52.3,133.8,535.45,794.05,81.7,241.95,128.85,1528.3,465.4,15.8,844.45,1352.7,187.7,375.6,2409.45,267.95,213.1,75.1,152.2
592.85,437.5,1766.45,930.1,265.95,1325.3,7874.15,876.45,2558.6,625.15,537.8,53.05,135,532.5,799.8,81.65,243.35,129.55,1521.85,463.3,15.55,848.25,1404.1,188.85,392.75,2421.55,268.7,207.75,74.75,153.55
606.75,437.95,1762.9,939,267.5,1368.6,7842,876.8,2584.4,627.45,558.25,52.8,133.85,531.75,817,81.95,239.55,127.3,1523.25,459.8,15.45,855.6,1372.1,187.95,397.15,2399.6,275.85,199.45,74.25,153.35
632.1,437.35,1759.75,930.5,267.25,1373.35,7838.9,874.35,2594.55,625.75,591.85,52.85,134.4,539.15,815.8,81.6,250.25,128.65,1497.5,461.4,15.5,861.15,1387.6,185.1,414.75,2403.9,280.6,197.45,73.4,154.8
611,436.5,1751.55,924.35,270.35,1370.55,7784.05,914.5,2586.6,612.9,602.5,52.4,130.9,537.45,813.75,81.9,251.3,130.7,1573.75,463.1,15.55,885.5,1369.1,185.2,418.65,2379.9,277.65,207.3,73.4,157.25
607.8,433.25,1745.75,926.95,269.65,1375.75,7731.1,909.9,2583.9,606.95,594.35,51.8,129.55,533.35,808.3,81.5,253.6,129.8,1555.15,453.8,15.4,892.55,1362.65,187.2,409.85,2365.05,279.85,211.25,74.3,157
592.9,435.15,1722.4,939.5,267.05,1367.05,7818.5,939.75,2587.9,604.05,582.95,51.8,131,543.85,803.85,81.75,254.1,129.6,1613.2,469.3,15.35,907.75,1415.75,187.05,404.35,2322.7,276.9,204.2,73.25,161.9
595.05,444.25,1722.3,926.5,267,1350.65,7875,934.25,2578.4,606.05,596.65,54.3,138.2,537.95,804.95,82.15,260.1,130.6,1593.7,478.1,15.55,902.15,1420.85,192.5,387.2,2316.35,279.2,203.1,76.65,172.55
592.65,459.35,1677.65,935.3,269.25,1364.7,7870.2,939.9,2559.9,590.75,577.8,65.15,202.05,534.3,807.8,82.25,246.45,129.7,1571.1,486.8,15.9,887.05,1388.85,209.7,380.9,2300.1,274.35,198.8,74.8,171.3
611.5,465.3,1692.35,947.35,268.4,1372.95,8068.05,947.4,2538.85,584.65,603.65,67.95,213.6,534.15,815.9,82.15,256.3,134.4,1591.15,490.8,15.85,873.65,1421.45,213.15,389.55,2297.75,278.95,202.65,74.05,172.35
625.05,471.1,1699.05,946.35,269.35,1387.7,8114.45,929.85,2584.3,590.05,611.55,62.35,196.65,542.4,843.45,85.1,255.45,134.3,1585.75,505.85,15.95,900.2,1421.2,218,384.55,2333.2,279.65,197.6,73.85,179.65
626.05,475.7,1705.8,944.1,265.15,1374.75,8195.25,942.5,2616.2,618.3,647.9,65.3,203.95,559.8,834.15,85.95,265.75,135.45,1613.9,502.85,16.55,899.25,1397.45,215.2,385.3,2359.65,277.95,198,71.15,181.9
627.6,465.2,1707.4,921.85,265.7,1344.8,8211.25,940.85,2624,635.25,642.75,62.65,197.15,567.6,856.5,84.9,260.1,142.35,1585.15,502.75,16.95,892.3,1387.15,212.95,388,2364.8,282.35,194.25,71.8,180.45
626.75,468.05,1754.3,927.05,269.85,1350.75,8238.4,952.55,2602.85,637.45,642.25,63.8,198.9,561.8,853.3,85.2,262.85,139.95,1582.8,498.7,16.75,963.8,1377.5,216.7,386.45,2363.6,280.4,194.6,72.55,185.95
636,470.95,1762.25,922.9,265.65,1335.35,8225.8,946.6,2626.15,655.15,649.75,65.85,197.45,545.65,854.75,84.8,262.55,138.05,1571.4,500.25,16.4,953.3,1363.7,233.5,392.45,2340.55,281,193.2,72.95,191.75
640.1,463.85,1776.3,926.65,265.4,1330.75,8219.4,945.3,2620.1,659.75,665.65,64.9,207.8,548.95,881.55,84.5,262.8,136.1,1572.7,490.3,16.5,973.55,1364.65,231.9,393.05,2329.9,288.3,194.9,72.6,186
654.8,465.95,1790.2,928.7,264.9,1366.15,8310.2,932.5,2665.55,783.7,642.15,64.7,201.2,552.85,903.85,85.45,263.95,133.65,1558.6,479.95,16.1,964.8,1403.55,230,393.3,2353.8,293.8,204.25,70.6,185.75
607.55,463.5,1764.65,955.5,265.3,1353.75,8220.3,906.7,2710.05,753.8,632.85,62.9,190.8,547.85,878.75,83.05,285.6,130.85,1549.25,462.45,15.55,969.15,1344.5,238.4,381.2,2329.9,296.1,205.2,69.9,186.15
622.6,457.25,1747.45,952.3,265.4,1367,8232,887.8,2735,743.3,624,61.75,189.05,556.65,872.15,83.3,278.1,127.05,1566.85,452.35,15.5,957.7,1379.9,232.9,379.3,2327.65,296.6,196.25,69.7,189.1
614.55,451.1,1725.85,954.5,260.05,1361.3,8204.8,900.5,2736.4,777.9,633,62.15,192.3,563.75,882.4,83.75,276.85,128,309.95,469.8,15.5,960.45,1366.4,223.95,384.45,2370.6,298.7,206.05,66.9,189.45
609.3,457.1,1709.5,962.05,261.7,1392.95,8183.5,883.85,2708.75,782.05,638.4,63.8,190.1,571.7,872.45,82.95,274.6,126.3,321.65,465.2,15.55,947.65,1394.3,218.9,406.95,2299.6,296.85,205.55,68.2,191.95
602.1,455.45,1670.3,951.95,258.3,1411.2,8109.2,875.25,2758.95,765.1,633.2,60.85,187.65,576.6,856.7,82.2,268.85,122.55,314.4,459.3,14.65,928.15,1398.55,207.35,406.1,2316.05,293.45,198.6,70,186.75
602.45,456.05,1661.4,949.1,256.55,1429.6,8122.95,886.7,2714.6,774.3,621.85,60.2,184.05,600,851.8,81.8,270.25,122,314.15,459.45,14.5,924.4,1390.25,209.45,413.25,2583.75,294.15,195.5,71.4,190.3
593.65,449.2,1650.9,951.8,253.3,1415.25,8127.25,883.7,2705.3,771.05,615.45,58.7,180.7,583.85,831.5,82.05,265,121.35,303.75,417.95,13.65,918,1386.1,201.4,405,2383.9,288,185.85,69.5,192.35
592.85,449.45,1664.4,988.4,255.1,1413.95,8163.7,903.85,2746.65,768.3,623.5,59.4,189.6,614.15,845.55,84.8,266.05,120.6,299.6,446,13.45,940.9,1390.5,203.15,401.15,2587.8,295.25,183.75,69.75,205.85
608.55,444.75,1705.5,970.95,258,1416.75,8348.35,911.9,2707.3,786.3,635.5,59.6,190.8,611.5,842.55,88.95,269.1,121.6,301.8,438.65,13.7,950.8,1408.05,210.15,400.7,2660.6,294,186.85,69.35,209.4
604.25,460.35,1689.2,960.55,259.2,1408,8425.65,920.85,2703.45,783.95,638.55,61.2,187.25,630.45,835.6,91.7,265.1,126.9,304.85,443.35,13.6,982.65,1380.35,207.6,407.95,2828.55,289.75,196.05,69.45,216.2
616.1,459.95,1694.5,966.25,255.8,1416,8424.8,932.55,2672.95,815.45,621.35,60.7,186.3,629.05,848.85,92.9,270.9,126.2,310.05,450.65,13.85,969.7,1368.2,213.75,408.4,2984.95,293.55,202.15,67.7,222.55
619.25,469.05,1718.15,966.3,258.15,1429.5,8513.15,930.75,2680.65,813.15,620.4,61.75,189.2,622.85,874.5,93.05,268.1,124.85,306.95,449.4,13.65,977.05,1356.15,228.1,414.15,2905.85,298.45,197.75,68.95,219.6
617.6,462.9,1704.6,991.25,258.15,1418.65,8463.4,947,2681.25,805.9,618.65,61.95,186.5,624.8,879.15,93.15,266.05,125.4,305.1,449,13.6,972.8,1349.1,235.95,464.45,2855.3,293.25,203.65,67.4,229.35
615.7,471.05,1711.05,1009.55,260.75,1434.1,8487.95,951.1,2688.05,829.3,618,62.05,186.1,623.55,877.35,93.65,264.95,126.1,312.25,451.45,14.15,978.55,1303.2,238.4,473.65,2882.45,295.55,199.85,67,230.2
614.8,467.45,1711,998.75,259.25,1431,8508.6,951.35,2685.85,832.6,615.95,62.1,185.85,649.1,884.1,95.25,263.9,126.55,312.25,464.95,15,993.65,1305.2,247.3,491.1,2900.9,315.55,204.65,66.55,226.4
611.8,462.5,1725.5,984.7,257,1435,8624.15,943.35,2685.3,818.1,616.6,62.85,183.7,636.5,887.35,95.85,262.55,125.35,326.7,458.3,14.7,982.7,1308.65,250.15,494.55,2879.75,313.5,207.4,66.95,236.95
607.9,462.15,1704.15,982.7,258.05,1433.4,8671.35,946,2658.15,818.1,618.2,61.6,181.6,643.4,882.4,95.05,264.35,125.15,325.55,453.5,14.5,979.35,1313.1,252.7,479.75,2825.8,314.1,212,68.65,242.25
600.9,468.4,1675.7,976.1,256.05,1406.55,8599.1,921.55,2637,818.9,616.55,60.55,176.1,636.6,869.6,94.7,262.85,122.3,326.6,439.95,13.95,965.2,1315.95,251.8,467,2838.35,316.4,221.6,68.75,241.4
598.1,455.8,1658.8,958.8,255.2,1409.4,8609,910.1,2629.95,805.25,599.95,59.7,171.5,616.4,854.45,90.25,260.5,123.7,317.5,436.6,13.8,942.75,1278.25,243.8,449.1,2821.6,311.8,211.85,68.95,238.6
596.7,463.15,1680.4,985.35,255.1,1401,8500.8,901.6,2632.35,804.55,590.65,59.5,173.2,610.4,851.7,89.85,255.95,121.55,333,439.3,13.85,942.5,1275.35,249.8,453.9,2833.25,309.35,201.35,69.25,230.6
596.45,462.15,1679.5,984.35,253.85,1388.2,8500.4,913.7,2635.55,792.6,596.65,58.8,175.95,620.95,857.8,88.9,256.65,121.7,327,443.6,13.6,942.45,1269.7,248.4,448.05,2792.65,305.55,202.2,68.7,219.05
596.45,456.05,1648.4,990.3,251.6,1367.45,8612.4,926.65,2633.3,773.6,586,59,172.1,599.8,842.25,87.4,253.95,120.85,324.3,440.35,13.6,936.5,1269.7,241.95,474.1,2778.55,307.45,204.4,68.95,225.55
593.45,492.55,1655.55,999.8,253.35,1379.55,8882.4,931.55,2617.25,800.6,601.85,59.35,173.9,617.6,857.6,90.85,254.55,122.8,332.6,455.95,13.75,938.15,1286.9,249.45,492.6,2787.35,316.6,209.1,68.3,227.3
603.1,482.5,1682.95,1001.85,262.2,1388.15,9042.25,921,2601.5,810.95,601.05,59.45,172.7,625.75,901.75,91.6,259.45,123.35,327.8,449.8,13.95,954.7,1302.45,248.85,482.2,2774.75,320.9,230,67.75,238.55
603.65,481.2,1709.95,1005.3,266.25,1418.25,9133.8,916.15,2661.1,820.6,600.1,60.7,172.95,625.7,906.2,93.55,254.2,123.55,328,459.15,13.85,958.55,1294.45,246.05,491.25,2795.25,322.05,237.55,69.05,239.5
591.65,491.9,1710.8,1010.5,261.55,1419.15,9131.35,915.6,2612.15,822.4,582.05,59.95,173.7,629.35,891.55,90.55,251.15,120.6,322.5,450.2,13.8,978,1307.6,241.2,480,2749.05,333.95,234.6,69.75,236.4
578.15,491.8,1696.7,1003.75,259,1412.5,9120.65,914.65,2628.4,818.95,576.25,58.85,167.8,619.6,916.25,90.25,246.05,124.1,322.1,450.35,13.6,972.4,1302.1,235.6,467.2,2823.2,326.6,233.7,69.6,234.3
590.45,487.1,1704.5,1013.1,264.25,1431.6,9112.75,921.5,2557.8,816.25,586.95,58,169.6,616.95,913,90.5,245.45,123.55,319.5,454.45,13.3,973.1,1298.6,232.25,451.3,2833.65,322.2,228.3,69.4,231.1
576.45,485.65,1723,1022.9,264.6,1483.4,9165.9,919.75,2545.6,832.85,591.75,58.3,171.6,631.55,934.5,91.2,250.45,125.6,318.85,448.85,13.5,976.8,1303.85,237.95,467.85,2840.15,336.75,266.75,71.95,231.25
591.65,496,1719.95,1016.6,263.2,1521.45,9309.1,921,2580.5,840.1,602.4,58.8,178.75,629.45,951.25,91.1,249.45,122.8,326.2,444.05,13.45,1020.3,1334.15,241,477.15,2818.7,334.65,280.9,71.95,231.1
603.9,496.55,1709.15,1003.95,264.25,1556.3,9801.5,925.95,2575.3,868.35,609.7,58.65,178.75,633.35,941.2,91.1,252.2,123.8,327.95,443.25,13.7,1027.5,1346.4,238.6,476.65,2832.6,335.15,294.5,71.85,249.65
600.65,499.4,1693.7,1015.85,263.3,1541.75,9733.9,918.15,2588.95,862.95,607,58.9,170.5,637.6,936.5,90.85,253.3,124.45,328.15,466.2,14.2,1022.65,1425.25,238.9,482.15,2829.45,335.65,289.25,71.45,251.35
599.8,501.5,1701.9,1022.05,263.05,742.2,9631.05,912.95,2595.7,858.45,600.5,60.9,173.5,649.6,982.9,91,252.2,126.35,328.95,505.05,14.5,1035.25,1437.4,255.3,479,2826.1,336.65,294.9,71.9,250.05
601.2,503.1,1709.35,1039.35,263.1,746.2,9700,920.4,2646.75,856.85,593.4,59.6,175.95,658.95,999.5,92.75,254,128.25,329.15,528.45,14.6,1030.7,1441.1,254.1,476.5,2838.55,336.85,292.7,71.95,265.6
611.75,509.65,1713.2,1035.6,264.15,741.55,9679,929.8,2649.45,854.8,595.05,60.45,174.3,654.55,999.45,93.15,251.65,131.15,330.55,539.85,15,1053.05,1418.6,254.05,473.75,2833.75,337.85,294.05,73.3,279.95
612.65,508.1,1707.9,1034.25,262.15,746.75,9644.1,923.75,2619.9,849.05,592.9,60.05,174.1,668.55,1005.25,92.3,249.55,128.35,331.7,533.75,15.15,1036.65,1432.25,248.75,486.9,2820,339.2,285.25,73.65,268.2
606.05,511.2,1696.15,1033.25,261.85,749.95,9629.2,924.2,2626.95,851.7,585.7,60.35,170.8,656.15,999.6,92.05,247.4,129.2,328.35,555.05,15.05,1047.3,1408.55,244.05,494.35,2792.9,337.65,277.5,76.15,273.95
608.5,499.65,1710.4,1042.05,263.25,751.1,9729.55,921.05,2701.2,858.15,582.7,59.85,171.4,655.9,990.15,93.5,246.9,128.85,335.8,553.85,15.55,1057.45,1411.05,244.65,497.7,2786.6,339.25,277.9,71.2,278.45
611.5,498.65,1683.75,1033.55,262.3,744.65,9651.9,909.75,2645.6,852.45,590.85,60.35,169.75,648.95,998,97.15,247,127.15,339.75,572.65,15.8,1051.2,1423.75,245.95,489.25,2799.7,347.55,286.05,70.4,278.35
607.8,494.35,1703.25,1029.7,260.75,752.9,9554.05,911.15,2631.2,845.15,583.4,59.4,166.4,647.4,995.2,99.7,243.55,125.35,335.2,563.4,15.85,1045.8,1402.8,243.35,489.8,2785.1,338.85,280.6,68.05,273.85
606.8,490.1,1700.8,1021.3,261.15,754.9,9416.6,914.8,2638.65,856.3,587.65,59.5,166.6,643.6,1004.7,100.8,243.45,126.35,332.75,562.55,15.75,1055.9,1401.8,250.9,533.45,2751.9,342.65,279.5,68.9,267.3
616.75,496.7,1703.2,1015.4,261.55,756,9386.25,920.3,2657.1,892.9,588.55,64.4,176.45,645.7,1028.2,99.6,249.15,128.2,329.05,565.55,15.8,1097.3,1399,250.15,540.35,2716.45,349.2,279.1,68.9,268.3
615.15,494.4,1725.2,1012,262.9,756.35,9433.85,923.25,2689.2,909.7,611.5,63.8,176,646.35,1037.95,99.55,250.6,128.55,329.85,578.15,15.55,1109.5,1419,251.9,567.65,2731.75,344.3,277.9,67.95,277.75
615.05,497.4,1740.95,1036.05,265.6,759.9,9448.95,928.55,2714.4,926.1,620.95,63.2,175.7,638.65,1044.45,99.85,253.5,133.65,328.2,582.5,15.65,1088.7,1460.2,249.7,560.7,2659.4,348.55,295.5,66.3,271.95
615.6,500.95,1735.05,1041.35,270.55,762.45,9383.55,940.95,2709,932.95,624.7,63.2,174.65,648.6,1032.75,98.6,250.85,132.4,323.05,569.8,16.4,1127.45,1486.8,244.45,559.6,2574.3,348.25,289.8,66.75,283.6
619.75,496.1,1726.45,1052.25,269.4,759.85,9375.85,942.35,2806.6,917.6,615.85,62,170.65,629.3,1022.15,98.25,250,133.4,325.75,564.3,16.4,1114,1469,244.65,547.05,2475.5,352.55,287.55,65.1,280.75
612.35,495.5,1741.35,1075.8,269.8,766.65,9339.8,937.75,2790.5,906.9,617.1,61.95,172.75,625.85,1043.6,99.55,248.55,133.65,322.25,564,16.45,1113.9,1460.75,244.2,550.25,2731.65,354.6,284.35,66.15,293.3
612.1,501.15,1760.95,1078.45,267.55,767.5,9459.15,949,2776.35,903.8,614.15,61.05,174.2,633.95,1077.1,99.05,249.65,133.7,327.5,555.4,16.2,1124.5,1463.15,241.6,557.4,2700.05,355.05,281.6,67.95,299.4
610.25,489.25,1871.2,1081.15,267.6,759.2,9358.45,949.15,2746.1,918.25,616.9,62.9,172.15,632.45,1073.5,97.95,248.75,132.5,323.65,557.85,16.05,1128.9,1459.35,239.8,547.45,2579.55,358.35,283.45,68.85,297.15
601.4,478.4,1845.95,1122.85,261.7,746.7,9322.05,922.95,2850.85,889.4,602.05,59.6,165.55,623.05,1079.15,93.65,243.5,129.95,316.8,536.5,15.25,1092.85,1438.2,236,549.5,2553.5,348.55,266.1,69.85,303.25
607.15,480.55,1858.35,1152.1,266.05,745.35,9313.9,924.5,2888.95,893.1,608.95,60.85,175.55,628.25,1058.15,93.2,244.75,128.55,314.75,543.95,15.35,1108.9,1474.3,227.75,538.1,2515.9,352.15,267.35,70.1,302.7
603.65,468.5,1896.8,1152.7,273.4,759.25,9368.7,919.7,2918.2,885.85,590.15,60.15,170.5,600.45,1039,90.6,237.75,126,305.45,506.5,14.85,1062,1457.15,230.15,529.7,2493.6,341.25,250.1,70.45,291.15
602.75,468.75,1901.25,1143.45,274.55,765.4,9323.95,931.3,2959.3,891.45,612.5,60.55,176.4,618.2,1050.2,92.2,240.3,125.95,311.5,517.85,15.1,1081.9,1469.05,227.8,530.75,2455.45,346.6,254.5,71.5,303.8
601.15,457.4,1872,1150,273.65,759.6,9310.1,971.5,3116.4,909.75,631.05,61.1,176,624.95,1033.65,92.1,242.3,129.85,309.7,509.6,15,1102.45,1474.1,231.5,521.7,2552.5,339.2,257.85,70.95,311.3
622.35,470.8,1884.65,1177.1,276.6,769.05,9393.4,983.25,3102,905.7,613.85,61.9,185.8,625.55,1040.4,92.5,241.8,131.5,312.35,516.85,15,1123.8,1529.3,231.6,527.15,2856.9,332.6,254.35,71.25,311.25
618.3,484.95,1911.2,1185.8,281.45,755.4,9434.95,966.35,3174.6,886.9,578.85,65.35,194.65,611.1,1033.6,91.8,237.95,131.45,313.25,515.2,14.85,1124.35,1485.25,239.05,529.35,2822.9,337.5,242.3,69.2,313.1
621.4,493.75,1908.3,1175.4,281.25,757.8,9278.2,965.9,3121.05,884.1,595.8,65.1,180.9,615.1,1033.7,89.95,234.95,127.55,307.3,513.95,14.6,1074.75,1466.85,234.65,512.15,2853.7,339,233.7,68.1,299.2
615,474.35,1967.6,1182.9,275.65,764.35,9630.7,964.5,3198.85,896.2,596.25,62.8,173.95,615.45,1021.1,90.05,230.5,128.55,310.35,509.7,14.65,1109.55,1467.8,229.05,496.4,2849.1,321.15,239.25,68.45,303.15
605.95,476.1,1937.5,1170.65,275.2,764.9,9571.55,950.4,3152.85,884.15,588.45,60.85,172.65,609,1027.55,90.6,224.8,129.05,306.8,508.3,14.55,1078.95,1422.9,223.45,495.2,2731.6,324.45,231.25,74.8,304.9
592.15,478.6,1956.3,1150.25,271.4,763.05,9509.7,961.3,3112.35,869.55,582.2,60.45,171.35,605,1024.4,89,225.95,128.95,304.65,496.35,14.6,1049.7,1460.6,227,488.1,2707.15,321.15,228.15,73.6,301.45
587.05,486.25,1967.55,1144.6,275.3,798.75,9401.85,943.85,3138.6,831,568.35,63.65,167.55,607.05,1012.4,89.7,228.85,129.05,302.9,492.75,14.6,1017.7,1418.85,230,470.65,2800.7,322.9,221.55,74.3,297
581.15,466.45,1903.85,1143.25,275.35,770.25,8990.6,904.35,3153.65,822.2,519.45,58.65,161.85,572.55,953.15,84.8,218.95,117.05,289.15,449.75,13.6,933.3,1302.15,222.9,440.75,2711.95,309.65,191.75,71.15,275.75
580.1,462.35,1823.35,1138.2,279.25,760.5,9080.6,902.15,3103.2,802.3,509.8,60.4,163.7,596.1,953.6,85,205.9,117.95,296.75,446.2,13.3,931.9,1297.7,218.8,432.45,2660.85,303.1,222.55,69.55,273.1
564.25,452.6,1788.6,1107.75,273.5,751.8,8984.6,892.1,2997.25,782.65,505.55,57,161.05,586.1,935.75,82.8,200.85,114.95,290.85,431.45,12.8,885.9,1331.25,212.15,446.8,2622.75,296.65,230.2,69,273.2
569.25,460.3,1785.35,1109.05,275.15,747.1,8921.8,894.4,2955.05,783.65,500.2,57.7,156.55,599.75,933.1,84.7,203.95,115.15,292.25,431.1,13.05,919.15,1380.1,225.45,489.3,2882.15,335.75,235.8,69.9,283.65
612.65,461.85,1811.8,1134.25,274.1,752.2,9030.7,904.55,2974.2,800.75,513.4,61.6,159.35,600.2,1006.55,85.05,208.35,118.05,290.2,444.2,13.25,966.25,1414.15,238.35,510.15,2841.75,326.6,242.25,68.65,290.75
621.4,462.45,1773.05,1109.15,271.35,750.05,8936.1,897.85,2971.7,796.8,514.45,62.75,156.8,593.7,973.55,85.05,210.8,118.75,289.55,451.5,13.5,966.15,1396.6,245.2,537,2771.15,324.2,245.1,68.6,285.95
621.65,465,1805.45,1102.8,269.85,746,9117.85,915.5,2967.3,809.05,525.75,67.55,161.65,592.5,985.1,86.75,216.05,118.75,302.45,461.15,13.5,979.1,1412.75,246.8,514,2842.5,328.25,251.3,70.3,294.6
616.15,466.9,1814,1097.75,266.5,746.95,9001.6,933.65,2911.8,813.7,552,65.45,145.85,601.75,998.4,87.1,209.5,120,307.75,457.25,13.35,974.35,1405.5,238.1,513.2,2829.9,328.95,261.25,71.95,340.8
605.85,475.9,1829.5,1114.45,268.1,749.35,9020.25,935.65,2925.85,814.85,553.05,63.45,128.25,583.75,979.55,86.25,208.1,119.3,304.2,443.9,13.2,962.65,1403.9,229.3,499.8,2802.5,326.1,281.3,70.6,338.15
