CIPLA,GAIL,HDFC,INFY,ITC,M&M,MARUTI,RELIANCE,TCS,TITAN,DHFL,IDBI,PNB,VOLTAS,SUNTV,TATA POWER,NBCC,MRPL,IGL,RELINFRA,SUZLON,RAYMOND,PVR,ASHOKA,BAJAJELEC,VENKEYS,CENTURYPLY,BOMDYEING,LEMONTREE,SONATSOFTW
611.1,468.3,1815.5,1128.05,266.45,743.75,8836.95,921.3,2933.05,803.2,541.3,61.8,125.55,584.65,925.1,86.65,203.9,118.05,295.05,452.3,13.15,929.95,1402.3,222.2,505.55,2797.4,319.75,274,69.75,335.55
600.4,463.8,1814.05,1131.75,264.1,724.65,8724.85,927,2923.6,803.95,547.3,63.95,116.5,575.25,887.8,86.1,199,118.2,294.75,443.85,13,940,1391.9,219.65,506.5,2683.55,318.2,282.9,68.95,324.35
603.45,465.15,1811.75,1136.95,263.25,709,8722.65,921.1,2944.75,832.25,545.1,66.45,116.55,557.7,909.05,86.4,196.8,118.4,296.85,446.3,13.05,955.2,1410.25,222.65,502.5,2669.5,313.55,281.95,69.3,316.5
597.25,466.1,1824.8,1147.4,268.2,708.4,8782.75,929.35,3042.3,822.9,557.35,70.3,117.3,582.5,932.85,86.35,197.65,118.75,293.9,443.4,12.9,943.9,1396.85,220.6,502.85,2841,314,280.75,68.55,325.95
589.65,466.15,1819.25,1160.75,267.1,721.95,8634.05,924.35,3050.2,817.5,551.05,74.1,114.6,581.05,908.3,84.9,192.75,115.7,291.7,439.95,12.55,922,1384.55,219.6,500.35,2938.95,313.8,277.2,68.2,327.05
595.65,458.4,1824.2,1155.65,269.05,718.65,8698.8,934.25,3075.8,814.2,576.3,77.15,113.45,588.9,928.55,85.75,201.8,116.6,295.5,454.55,13,950.95,1370.15,221.8,505.6,3198.7,315.15,280,68.6,329.85
590.1,463.2,1843.25,1138.6,266.55,735.4,9005.35,938.7,3031.7,819.7,582.4,78.95,112,613.65,948.1,85.9,201.5,120.8,297,467.65,13,957.65,1361.2,222.8,529.1,3383.65,325.75,273.2,68.85,316.75
586.5,457.05,1828.65,1150.2,266.4,739.8,8891.2,950.5,3042.35,822.6,563.4,73.5,98.35,607.2,950.5,85.65,198.75,122.65,305.2,457.7,12.95,946.6,1335.5,221.85,540.1,3463.3,332.1,263.25,67.7,323.6
589.65,457.5,1808.7,1172.6,265.05,728.35,8850.95,954.55,3035.05,816.15,546.2,74.55,101.4,609.4,927.8,84.5,196.4,119.25,304.7,455.6,12.8,954.45,1320.45,219,527.55,3924.25,329.4,258.65,67.35,321.2
581.7,454.25,1814.15,1160.75,264,732.55,8873.45,948.4,3037.7,810.2,537.6,80.35,101.05,619,916.65,84.3,195.95,118.15,306.15,441.95,12.75,936.9,1305.35,225.35,536.95,4109.65,331.85,255.6,66.9,319.05
579.25,443.6,1789.6,1155.9,260.25,739.6,8795.1,924.1,3105.85,808.9,532.1,84.65,100.1,624.7,912.25,82.15,191.75,113.7,305.3,434.05,12.6,920.3,1267.65,222.55,546.55,3908,329.3,257.05,69.35,320.95
584.1,439.95,1782.8,1151.35,256.5,719.9,8616.5,910.85,3042.8,807.65,508.4,82.6,97.85,622.85,926.8,81.75,189.15,115.75,310.8,433.35,12.2,909.25,1284.9,225.35,567.95,3959.1,326.85,268.65,68.3,307.95
580.2,440.75,1761.75,1144.1,259.9,707.8,8679.1,889.75,3027.45,814.85,497.75,79.15,95.5,626.6,890.55,79.2,187.5,116.4,308.1,409.75,11.45,891.7,1288.05,227.55,552.8,3871.95,322.3,247.15,69.9,308.8
578,436.45,1798.75,1156.65,258.85,726.65,8729.35,911.45,3003.95,817.7,494.45,74.8,96.65,630.95,898.4,79.9,185.9,117.25,310.8,427,11.5,906.55,1305.1,228.15,564.75,3827.4,323.45,240.25,69.95,317.25
571.05,436.9,1818.6,1163.4,259.25,728.5,8660.6,913.1,3034.1,819.1,496.25,70.7,95.6,629.4,879.3,80,182.2,115.65,300.85,416.8,11,901.75,1320.95,226.2,565.8,3719.35,325.9,242.8,70.7,319.55
580.65,446.45,1858.05,1185.75,270.1,737.1,8810.3,930.3,3052.15,829.1,513.9,64.85,94.6,638.85,893,80.85,184.65,116.45,302.9,430.75,11.35,923.45,1324.3,226.7,576.55,3772.05,322.7,241.45,71,314.75
578.75,455.95,1868.5,1183.8,269.45,733,8756.05,931.85,2886.8,851.95,516.15,67.25,97.95,639.75,900.25,81.35,196.15,119.6,303.6,451.65,11.55,926.4,1322.6,230.05,611.7,3949.1,326.45,244.8,70.85,309.1
577.9,458,1844.7,1180.8,268.05,728.2,8846.3,929.05,2886.9,865,521.7,73.7,99.3,640.85,931.6,80.4,201.2,119,301.2,452.25,11.45,944.7,1327.1,225.3,621.3,4344,323.95,245.6,70.35,312.35
571.15,450.35,1830,1182.5,265.55,734.85,8837.55,911.8,2869.7,872.5,515.45,78.85,98.55,640.35,920.7,80.25,198.15,118.25,298.3,449.45,11.65,942.1,1312.25,227.9,612.45,4129.05,332.1,262.9,70.95,314.75
559.4,441,1791.4,1171.9,260.5,740.75,8676.55,900.05,2825.7,879.25,510.35,78.95,98.85,627.2,903.15,79.95,200.35,116.7,296.2,428.6,11.7,926.15,1292.9,226.05,586.35,4113.85,326.6,259.95,71,310.25
559.75,442.05,1774.5,1146.75,259.15,742.7,8773.5,895.5,2831,869,496.9,73.75,96.55,620.9,907.3,79.55,199.5,112.1,290.35,424.25,11.25,904.65,1267.75,229.9,557.55,4090.3,325.25,267.7,72,311.35
552.9,438.5,1800.05,1164.55,259.2,740.95,8802.4,889.8,2864.85,871.75,503.4,73.7,96.85,620.7,892.2,80.35,194.25,113.85,286.95,453.05,11.3,913.8,1262.6,232.4,553.35,3921.75,319.45,264.5,72.95,307.15
551.05,435.05,1817.85,1167.5,259.05,745.35,8874.65,896.9,2856.75,872.25,520.2,75.9,97.6,613.35,872.85,79.95,196.15,112.7,294.35,449.55,11.3,933.4,1232.25,246.65,550.7,4061.6,321.4,258.65,71.3,315.9
540.75,438.4,1809.55,1161.3,258.3,730.85,8696.55,908.15,2831.35,887.55,517.7,76.65,96.55,614.55,848.25,80,196.7,111.85,291.25,430.4,11.2,928,1233.4,245.05,535.2,3963.55,322.05,250.05,72.2,300.55
538.4,439.6,1789.6,1167.6,256,732.9,8607.25,893.9,2818.15,895.05,495.15,71.85,93.15,604.25,831.25,80,191.3,110.25,282,418.7,10.85,891.65,1228.15,239.35,532.15,3840.75,306,239.45,72.8,298.8
541.8,425.15,1830.15,1155.25,258.1,746.5,8765.3,901.1,2817,939.05,502.5,72.25,95.8,613.9,864.9,79.9,190.5,111.45,282.1,424.8,11.05,920.35,1226.4,244.3,561.8,3793.25,323.3,237.35,73.1,311.85
545.05,320.95,1823.15,1154,258.9,744.9,8852.3,899.8,2847.7,942.4,521.75,76.25,99.45,623.2,863,80.1,194.4,111.1,280.2,431.6,11.3,920.4,1243.55,244.95,572.6,3882.9,329.25,242.1,73.7,321.6
545.45,328.55,1825.6,1131.8,255.5,738.9,8861.1,882.7,2849.15,942.3,510.15,72.2,95.3,620.9,848.6,79,190.4,109.85,279.45,427.5,10.7,897.75,1215.25,248.45,564.1,3871,326.6,239.05,74.85,312.9
576.25,324.8,1838.05,1137.15,258.25,748.05,9008.2,892.95,2909.65,944.1,523.05,71.1,96.3,638.5,860,81.9,199,111.8,279.35,443.35,11.1,926.05,1233.1,256.15,574.7,3975.15,331.25,246.05,75.25,315
570.3,329.75,1825.7,1140.45,258.5,770.1,9026.45,899.55,2911.25,931.95,533.6,72.1,95.45,647.85,894,84.45,210.2,111.8,278.05,443.25,11.75,930.25,1248.15,263.45,620.45,4046.15,326.45,249.95,74.85,319.4
569.8,328.25,1803.3,1124.2,258.6,756.55,9013.5,894.9,2910.9,904.35,521.35,70,94.4,618,860.95,83.05,203,110.45,281.25,436.1,11.5,934.7,1260.55,260,609,3955.7,333.8,246.3,73.9,319.45
560.35,332.4,1824.45,1147.55,259.65,774.6,9132.6,908.2,2957.95,920.05,540.3,72.3,97,631.2,873.05,83.5,207.45,111.5,289.85,452.2,11.65,962,1256.2,262.15,618.15,4028.3,349.25,251.55,74.95,324.85
558.95,334.25,1829,1127,260.85,771.95,9206.2,911,2950.3,940.3,539.35,73.1,102.15,631.75,889.8,84.5,207.5,113.35,296.65,447,12,990.85,1246.25,261.75,604.7,4040.1,354.45,250.2,76.05,323.2
556.75,330.8,1836.7,1111.25,265.8,786.2,9292.65,916,2923.9,960.65,530.55,73.7,105.25,634.6,878.85,85,210.2,114.15,303.5,452.2,12.1,1035.8,1298.1,261.5,618.35,4569.1,357.35,262,75.65,337.35
558.15,331.95,1817.5,1113.4,266.7,777.6,9273.45,917.05,2937.6,962.25,535.4,74.15,105.2,633.55,878.05,87.1,212.5,113.45,296.05,462.9,12.2,1037.35,1290.1,260.4,622,4574.9,349.7,258.25,76.2,335.95
561.5,327,1812.4,1124.25,265.15,789,9302.5,930.85,3014.15,979.95,531,72.1,102.2,632.45,873.85,87,211.6,110.15,294.7,455.05,12.15,1042.65,1302.95,269.75,622.35,4474.65,351.1,255.3,78.3,332.55
556.15,326.05,1829.05,1162.6,261.95,787.85,9204.45,928.7,3139.25,976.05,527.4,71.35,101.25,638.8,862.2,87.85,210.15,108.8,289.85,452.65,12,1050.45,1327.65,265.8,618.65,4481.15,345.15,252,80.25,327.95
555.5,326.85,1840.6,1171.45,260.75,789.6,9123.95,938.85,3153.3,987.15,547.55,72.1,101.3,638.1,879.8,87.65,210.45,109.45,293.75,461.9,11.85,1065.2,1315.35,265.4,617.85,4383.4,346.7,249.3,85.8,327.05
584.95,324.7,1870.45,1133.2,264.45,801.45,9232,937.05,3187.65,980.5,573.2,72.15,99.15,647.1,888.9,87.8,211.35,109.25,295.75,456.9,11.7,1071.45,1330.8,264.7,618.7,4302.95,338.35,259.5,87.9,332.95
579.95,325.65,1889.7,1125.2,267.6,809.35,9160.35,944.25,3166.6,997.6,589.55,71.05,97.95,637.45,879.15,87.45,214.15,109.35,293.25,459,11.75,1051.75,1332,264.55,653.4,4463.3,340.95,263.45,83.25,334.8
584.6,330.65,1877.7,1125.95,275.35,798.3,9121.5,938,3159.1,977.1,593.15,69.95,97.15,643,899.55,87.65,211,107.15,293.05,460.05,11.9,1042.25,1324.15,267.05,649.4,4365.4,343.85,267.7,83,336.35
584.4,335.35,1858.65,1132.85,277.35,801.9,9077.65,942.3,3191.15,952.75,591.1,70.05,96.1,640.4,915.35,86.8,211.6,105.35,294.8,465.05,11.7,1053.35,1332.75,273.25,644.6,4386.7,348.25,280.05,83.65,332.9
589.05,330.55,1834.15,1178.45,276.2,799.5,9025,927.9,3402.45,956.55,585.3,67.2,93.6,635.9,885.4,85.9,208.85,107.75,294.4,448.6,11.5,1047,1317.4,266.9,643.65,4438.3,349.8,280.15,80.15,346.15
600.15,332.55,1830.85,1187.7,275.5,824.3,9064.85,936,3408.65,962.95,581.35,69.3,94.1,654.6,879.4,85.4,206.1,107.6,294.95,449.75,11.4,1044.25,1374.25,265.4,682,4443.9,353.45,282.95,80.65,358.25
601.9,337.75,1859.55,1154.5,276,838.55,9064.65,970.05,3385.65,961.95,584.15,67.45,93.15,638.8,868.2,85.25,206.8,107.9,299.75,441.1,11.25,1065.5,1369.05,271.75,666.55,4371.75,347.25,282.35,83.05,374.15
593.05,327.55,1849.5,1160.35,274.1,853.85,8934.6,970.5,3470.25,960.85,609.15,67.25,92.3,637.65,864.45,86.05,106.4,108.8,297.15,440.55,11,1132.4,1400.6,270.45,654,4125.35,337.9,283.9,81,365.55
599.95,325.35,1850.45,1176.45,278.25,858.15,8946.45,975.35,3539.25,969.5,621.45,66.6,91,629.85,875.35,86.05,104.65,109.1,295.35,441.35,10.65,1110.75,1397.85,271.2,650.95,3939.7,336.15,278.85,80.15,359.25
599.85,330.8,1853.75,1185.2,279.4,862.7,8783.35,996.3,3451.95,970,634.5,67.35,93.4,635.7,871.65,87.8,104.85,107.3,291.1,443.7,10.8,1102.5,1430,277.1,653.8,3863.95,324.75,291.05,78.35,358.1
607.4,325.1,1883.25,1199.5,281.45,873.3,8814.95,963.3,3532.1,981.8,641,66.15,95.4,642.5,879.8,88.3,104.9,108.05,287.7,451.2,10.9,1112.05,1441.7,284.25,656.15,3908.35,325.95,310.2,79,358.7
612,323.7,1910.6,1197.05,287.25,863.15,8744.5,972.7,3499.75,964.5,648.45,65.2,92.8,628.1,871.8,87,105.65,107,279.95,433.3,10.85,1119.1,1408.55,283.7,637.05,3905.3,323.95,296.85,79.85,354.1
609.3,323.15,1922.7,1182.55,285,865.1,8755.95,961.6,3481.85,959.35,631.5,65.1,92.05,615.1,858.85,86.15,103.75,105.05,271.25,413.6,10.55,1107.05,1449.5,282.05,639.85,3838.8,307.7,285.1,80.7,346.2
597,329.75,1910.35,1173.1,277.15,854.3,8678.2,953.95,3480.75,958.1,627.65,64.85,91.55,614.65,863.5,85.45,103.85,105.2,271.5,423.35,10.55,1109,1425.35,281.4,637.85,3714.2,307.05,300.55,80.65,336.7
591.05,343.8,1918.7,1183,282.25,885.6,8743.7,971,3420.95,968.95,627.5,65.5,93.8,627.55,883.15,85.1,103.6,105.6,266.4,449.6,10.55,1131.1,1434.65,281.85,663.9,3569.85,308.7,310.25,80,338.4
590.65,341.85,1903.35,1165.55,282.7,865.3,8775.2,967.1,3441.2,968.1,622.95,67.2,92.65,620.2,874.15,84.25,104.5,105.95,268.15,440,10.15,1116.6,1424.3,281.55,670.6,3634.65,308.15,313.85,83.35,358.6
588,341.9,1897.65,1170.7,282.3,860.1,8718.35,976.7,3489.3,985.7,625.15,68.6,93,614.8,870.05,83.35,103.45,105.9,267.6,426.3,10.25,1117.65,1437.15,272.75,659.7,3646.3,304.55,303.8,81.95,364.8
575.5,340,1894.3,1168,280.15,856.5,8704.95,981.15,3451.25,973.1,623.85,67,91.4,601.95,855.2,82,101.4,105.35,262.55,414.55,10,1086.5,1401.55,272.3,635.6,3595.2,307.15,289,80,355.25
573.7,342.6,1919.8,1180.75,283.65,869.1,8750.3,989.25,3456.95,956.05,625.6,67.05,88.8,618,868.5,81.9,99.7,106.1,266.5,415.9,9.75,1099.7,1417.9,271.3,624.8,3504.2,306.15,298.9,79.75,353.65
578.5,344.2,1930.6,1189.3,284.8,852.65,8707,986.6,3433.55,920,625.2,63.3,89.3,596.15,963.25,81.55,98.3,106.6,269.45,396.15,8.8,1071.75,1413.8,268.05,617.7,3476,306.15,289,78.7,347.9
575.8,339.45,1929.55,1194.55,281.85,847.05,8726.6,978.95,3482.4,931,621.6,62.3,85.95,597.75,967.15,81.25,98.1,105.45,269.35,386.9,8.8,1061.9,1415.9,264.95,608.2,3490.85,305.85,286.95,78.45,348.55
559.9,330.65,1914.55,1189.95,285.85,853.1,8695.6,956.15,3493.9,931.15,615.75,62.05,75.6,591.35,978.25,81.25,97.9,105.5,269.25,385.3,9.05,1069,1416.45,267.75,603.9,3407.9,279.9,281.15,79.2,348.75
553.75,330.35,1875.1,1182.9,278.95,849,8697.5,945.35,3491.8,936.5,617.5,62.55,76.45,583.2,974.85,81.65,97.95,104.1,273.2,397.75,9.3,1067.55,1411.05,265.8,594.8,3490.3,269,284.25,77.9,346.55
533.05,321.5,1853,1183.2,282.3,836,8510.95,933.85,3502.05,939.95,614,60.45,74.75,551.75,952.3,80.85,95.45,103.45,265.95,393.05,8.85,1045.25,1371.1,263.6,582.6,3267.3,259.4,270.85,79.4,341.65
520.45,325.65,1819.2,1179.5,282.35,825.95,8428.5,931.35,3556.75,915.25,614.6,62.05,78.15,543.65,939.85,78.8,93.05,99.85,259.4,396,8.7,1007.65,1336.55,243.85,596.65,3007.4,265.3,257.65,79.1,340.95
524,328,1810,1193.85,278.75,830.2,8560.65,926.75,3508.9,914.2,607.65,62.25,81.55,550.8,946.95,77.85,92.75,100.15,259.1,400.8,8.85,1013.95,1361.9,251.7,604.95,3168.15,270.9,262.25,78.75,346.65
532.4,322.95,1783.65,1184.9,273.45,831.8,8497.4,912.25,3495.1,920.1,601.15,66.3,80.55,544.8,936.85,77.45,91.95,97,262.7,407.2,8.95,998.45,1345.7,250,582.6,3155.3,270.55,257.65,78.1,337.75
533.5,309.5,1806.1,1221,274.85,843.05,8410.75,915.85,3603.7,921.3,601,67.1,82.1,531.45,935.05,76.45,94.45,96.75,252.95,407.4,9.1,993.95,1344.3,255.75,563.3,3147.45,270.8,258.6,76.25,345.4
536.65,319.15,1819.75,1228.3,272.3,857.7,8548.15,920.8,3585.8,924.4,615.05,65,83.35,537.65,950.05,81.2,97.8,97.7,257.5,418.25,9.1,1028.95,1343.5,258.7,566.25,3135.6,269.5,262.1,74.25,348.95
539.5,336.4,1829.55,1214.4,275.3,849.95,8709.3,920.4,3502.05,928.9,630,65.65,88.7,557.5,942.15,82.3,95.65,100.3,260.85,429.7,9.65,1054.05,1341.55,263.65,554.6,3174.45,277.95,268.95,74.6,372.85
530.6,342.95,1809.75,1216.7,274.05,870.25,8714.9,917.45,3523.5,914.5,624.3,65.15,85.65,543.5,940.2,83.5,94.9,96.7,268.85,426.8,9.5,1010.05,1343.4,259.7,549.65,3140.1,279.75,267.15,74.25,371.9
525.6,343.05,1790.8,1211.7,271.9,897.95,8588.2,916.1,3514.1,913.6,623.55,65.45,86.1,548.4,936.25,82.45,94.25,94.8,263.9,430.85,9.4,1007.75,1319.85,253.7,541.4,3077.15,278.4,271.95,74.05,368.4
524.8,350.9,1833,1231.8,271.65,922.95,8537.2,921.35,1741.05,900.1,613.15,65.3,83.65,539.95,917.6,81.3,92.1,92.8,265,434.75,8.75,981.4,1322.95,245,533.6,3019.75,279.35,241.05,75,372.65
524.5,341.35,1844.25,1220.8,269.95,901.6,8808.85,930.55,1732.45,900,609.9,63.7,82.95,532.9,886.55,79.6,89.8,91.65,265.75,426.9,8.4,975.25,1304.05,238.7,538.35,2868.8,273.7,237.25,74.45,364.45
520.7,335.05,1833.15,1239.4,268.9,914.5,8749.85,940.85,1744.25,885.35,601.6,61,83.2,532.8,920.5,77.2,86.4,90.4,267.85,430.25,8,951.15,1278.9,237,529.45,2725.4,258.95,231.75,74.4,352.55
542.1,334.7,1848.4,1220.85,267.5,901.3,8810.4,947.65,1721.6,863.95,604.4,58.1,82.65,518.2,902.5,78.8,85.3,91,260.1,415.4,7.85,951.8,1298.05,229.8,491.25,2589.15,248.05,220.2,72.95,316.15
538.45,332.95,1858.45,1237.45,270.4,914.3,8842.35,954.4,1725.75,899.45,604.85,57.3,84.7,530.4,901.45,78.1,86.75,91.3,262.9,427.15,7.9,978.1,1307.75,228.9,536,2510.95,250.75,215.5,72.9,309.1
540.7,335.25,1869,1252.45,271.05,920.3,8911.25,971.35,1735.55,887.15,616.85,60.95,86.1,522.95,928.9,78.35,86.85,94.25,262.85,441.95,8.2,978.25,1332.15,237.05,536.35,2636.45,253.25,226.25,71.65,327.35
559.65,342.4,1840.45,1260.05,267.9,911.65,8932.45,984.35,1747.1,896,623.2,61.95,90.45,529.8,921.15,77.95,87.25,95.7,279,438.8,8.4,985.35,1407.95,238.9,524.4,2630.25,253.65,226.2,71.25,334.2
560.8,343.55,1839.45,1262.4,269.25,916.85,9022.65,982.65,1749.7,903.35,619.3,61.45,91.6,524.7,918.1,78.4,87.7,95.5,276.75,437.5,8.5,985.4,1401.2,235.35,527.6,2573.8,260.15,226.35,71.35,332.3
567.1,343.3,1847.7,1258.5,270.25,917.6,9016.75,997.15,1781,904.7,621.75,61.5,91.75,533.25,938.1,77.8,89.9,95.6,273.4,440.1,8.25,989.5,1426.6,237.4,537.9,2482.6,263.75,222.3,70.25,336.1
582.1,344.85,1832.3,1274.8,267.85,917.65,8967.35,1002.5,1824.1,918.15,629.4,62.05,91.3,524.7,932.75,77.05,87.5,94.3,267.8,439.65,8.15,987.6,1417.8,243.4,528.55,2418.05,261.95,220.9,,328.25
588.05,339,1833.75,1239.7,267.25,922.05,8958,1007.95,1787.55,905.25,625.55,61.85,91.7,526.15,912.25,77.3,85.3,94.5,267,435.55,8.15,997.8,1421.1,240.1,533.5,2538.95,264.95,219.7,,322.9
611.6,334.9,1832.25,1281.25,264.5,909.45,8951.6,1014.2,1840.05,903.45,625.55,59.4,89.85,519.65,908.25,76.1,84.9,89,263.2,431.95,7.95,985.75,1407.7,235.9,537.6,2665.85,260.5,222.85,,323.4
606.5,338.1,1823.55,1267.4,264.55,913.9,8973.45,1015.55,1829,897.7,621.5,59.3,88.5,521.1,883.05,75,86.25,90,259.3,432.35,7.9,986.9,1377.1,232,538.15,2731.65,264.15,222.3,,318.45
601.85,342.75,1828,1241.6,266.05,891.4,8862.6,996.05,1824.5,889,613.95,58.75,86.8,516.35,861.9,73.4,84.5,87.7,251.95,423.7,7.75,961.55,1365.25,224.95,536.55,2596.35,260.1,220.65,,313.35
602.85,343,1847,1243.15,263.75,904.4,8948.3,1019.25,1822.45,888.35,628.85,58.95,86.2,523.2,839.4,73.85,83.4,87.3,253.25,441.4,7.75,968.65,1372.55,221.8,537.15,2589.95,261.4,222.9,,319
603.5,339.3,1858.9,1246.55,260.85,883.6,8863.05,1031.95,1819.35,868.4,632.15,57.75,83.4,517.1,840.2,74.55,82.8,88.15,255.05,424.05,7.65,953.7,1361.7,224.7,531.6,2508,272.35,220.05,,316.1
615.75,340,1906.75,1247.85,265.15,908.2,8874.9,1012.5,1809.8,877.55,637.75,58.9,81.9,517.35,836.1,76.15,82.9,88.25,255.8,425.7,7.7,961.05,1350.4,227.8,545.2,2633.4,266.5,225.05,,316.4
611.4,341.2,1893.8,1272.45,262.6,905.6,8793,1004.45,1819.25,864,634.8,58,79.8,515.1,804.65,76.35,81.8,90.4,257.05,420.4,7.85,956.3,1351.7,226.55,538.3,2610.5,263.1,222.55,,322.2
599.5,341.75,1915.85,1277.85,264.8,898,8931.35,978.95,1852,872.15,643.65,54.45,79.85,529.25,810.9,75.1,79.9,90.4,261.9,418.65,7.7,954.85,1348.5,227.95,532.35,2591.8,260.05,220.35,,317.65
602.3,328.8,1904.85,1270,262.75,892.65,8898.3,965.85,1858,869.65,643.1,50.7,76.75,535.25,801.05,71.9,73.35,87,253.6,395.4,7.5,909.45,1367.95,227.65,524.3,2466.8,260.4,218.9,,307
600.9,319.55,1878,1289.6,260.5,907.75,8771.3,944.95,1842.7,836.35,636.05,49.85,72.8,511.5,779.05,71.65,72.35,77.6,242.3,396.75,7.4,892.55,1392.25,212.85,529.1,2343.5,252.3,215.7,,304.2
616.65,340.25,1908.1,1307.2,266.2,897.7,8825.6,972.45,1847.75,878.5,637.55,54.9,76.15,523.8,782.3,73.25,74.95,81.05,254.3,391.75,7.5,916.9,1374.3,228.55,543.6,2346.85,251.5,220.5,,313.05
617,341.1,1897.1,1334.7,263.05,886.65,8821.05,960.6,1851.35,897.4,620.1,56,78.15,514.95,781.95,72.25,73,78.75,255.85,384.15,7.35,893.2,1366.2,226.75,523.45,2238.65,252.5,216.65,,306.35
640.4,345.3,1879.7,1353.75,265.45,894.2,8975.15,971.3,1874.05,893.2,624.55,52.45,77.15,525.95,793.1,72.2,71.3,78.5,261,387.5,7.5,890.7,1376.4,231.6,525.65,2214.35,249.45,216.4,,300.35
628.9,348.35,1922.5,1345.2,264.4,900.1,9220.8,990.1,1866.15,886.55,623.15,51.75,76.1,525.4,792.85,72.05,67.7,77.8,257.05,381.4,7.55,893.55,1378.35,228,522.05,2325.05,247.15,95.05,,296.85
626.55,346.05,1931.05,1284,272.5,912.35,9347.05,964.5,1880.3,838,624.55,48.1,75.55,517.05,770.8,71.25,68.85,76.5,254.8,382.45,7.35,883.25,1376.65,232.55,518.85,2326.5,244.25,104.55,,286.5
612.5,344.2,1916.85,1284.25,272.65,924.95,9317.5,977.55,1912.95,829.65,617.95,48.25,76.95,520.65,794.1,71.75,67.85,78.35,256.3,384.85,7.5,893.45,1371.5,230.3,519.8,2309.55,242.2,115,,283.55
622.9,347.4,1904.9,1298.85,274.4,932.75,9374.9,997.1,1883,821.8,621.3,48.8,77.8,534.65,812.9,73.2,69.6,78.55,265.9,404.7,7.5,900.15,1378.25,238.9,523.3,2320.3,245.65,120.75,,282.1
